edge_id,node_a,node_b,s1_star
16409,1354,1524,0.80277042
16410,196,923,0.28684360
16411,196,2363,-0.42630352
16412,923,2363,0.28684360
16413,406,957,0.70318217
16414,406,1269,0.60311108
16415,957,1269,0.89622564
16416,406,1297,0.18579210
16417,957,1297,0.33218682
16418,406,1320,0.07939725
16419,957,1320,0.38755297
16420,406,1531,0.10045327
16421,406,1621,0.01552679
16422,1269,1531,0.48994754
16423,1269,1621,0.41613165
16424,1297,1531,0.88805584
16425,1297,1621,0.82523981
16426,1320,1531,0.85645972
16427,1320,1621,0.91498316
16428,1269,1297,0.54292592
16429,1269,1320,0.54200322
16430,3,165,0.74355101
16431,3,232,0.70513168
16432,165,232,0.70275767
16433,3,1971,-0.64507325
16434,165,1971,-0.53501898
16435,3,413,0.57580584
16436,232,413,0.88952750
16437,3,1060,-0.36978144
16438,232,1060,-0.07982586
16439,232,1971,-0.31215092
16440,413,1971,-0.19583294
16441,1060,1971,0.76670307
16442,165,413,0.62655409
16443,165,1060,-0.33938033
16444,413,1060,0.03407410
16445,316,507,0.48614934
16446,316,1004,-0.03712065
16447,507,1004,0.33812204
16448,316,1068,-0.16669300
16449,507,1068,0.33899123
16450,316,1542,-0.48991347
16451,507,1542,0.17063483
16452,12,626,0.19807868
16453,12,890,0.23475807
16454,97,166,0.95228775
16455,97,411,0.53547303
16456,97,1596,-0.39604182
16457,166,1596,-0.31716728
16458,97,1757,-0.47221894
16459,166,1757,-0.47974996
16460,382,411,0.90450397
16461,382,1596,-0.09335044
16462,382,1757,-0.14630410
16463,97,716,0.14664617
16464,411,716,0.59011077
16465,97,1425,-0.24762936
16466,411,1425,0.19487816
16467,411,1596,0.05479093
16468,97,1657,-0.51055996
16469,411,1757,-0.01063760
16470,97,1921,-0.61126079
16471,411,1921,-0.15086354
16472,716,1596,0.47483526
16473,716,1757,0.34259762
16474,1425,1596,0.86719110
16475,1425,1757,0.73783023
16476,1596,1657,0.95961608
16477,1596,1757,0.86995781
16478,1596,1921,0.77517956
16479,1757,1921,0.93031644
16480,166,382,0.63888854
16481,166,716,0.13263578
16482,166,1425,-0.20648383
16483,166,1657,-0.36299182
16484,166,1921,-0.55154932
16485,382,1425,0.08491617
16486,382,1921,-0.21661924
16487,716,1425,0.60572194
16488,716,1657,0.44921395
16489,716,1921,0.26066772
16490,1425,1657,0.84348948
16491,1425,1921,0.64783298
16492,1657,1921,0.93296987
16493,426,543,0.90758290
16494,426,673,0.75792720
16495,543,673,0.89510869
16496,426,1304,0.21898597
16497,543,1304,0.28744475
16498,426,1508,0.03998747
16499,543,1508,0.12115718
16500,426,1895,-0.05495617
16501,543,1895,0.02795931
16502,673,1304,0.33522919
16503,673,1895,0.15680380
16504,1304,1508,0.80052358
16505,1304,1895,0.54081928
16506,1508,1895,0.87338897
16507,673,1508,0.21517008
16508,326,1133,0.29074003
16509,1133,2227,0.29074003
16510,802,921,0.65555049
16511,802,1426,0.72034489
16512,921,1426,0.54979079
16513,802,1565,-0.03632820
16514,1426,1565,0.24328064
16515,921,1565,-0.20695244
16516,220,635,0.51588245
16517,220,933,0.36282638
16518,500,635,0.67259917
16519,502,635,0.62308823
16520,635,933,0.50846855
16521,123,1526,-0.17258161
16522,377,1526,0.02713067
16523,123,2017,-0.43779921
16524,1526,2017,0.63659743
16525,123,2091,-0.26652085
16526,1526,2091,0.52575285
16527,377,2017,-0.19046533
16528,2017,2091,0.81951862
16529,658,946,0.58639273
16530,657,2364,-0.23276410
16531,658,2364,-0.34577867
16532,657,2365,-0.42625335
16533,658,2365,-0.44135016
16534,881,946,0.80842997
16535,881,2364,0.12701337
16536,881,2365,-0.01150854
16537,945,2364,0.02713715
16538,945,2365,-0.06843434
16539,946,2364,-0.00263356
16540,946,2365,0.02310326
16541,1166,2364,0.11159914
16542,1166,2365,0.16252979
16543,2364,2365,0.84095656
16544,658,881,0.27763078
16545,658,1166,0.54716260
16546,881,945,0.87410274
16547,881,1166,0.83637204
16548,723,983,0.42161905
16549,273,382,0.76679186
16550,273,2367,-0.37287807
16551,382,2367,-0.13955010
16552,273,761,0.52304255
16553,761,2367,0.07466624
16554,273,2366,-0.51583350
16555,2366,2367,0.90601111
16556,382,761,0.78618500
16557,382,2366,-0.04571953
16558,761,2366,0.11252559
16559,939,1488,0.50587945
16560,1488,1824,0.76720180
16561,190,999,-0.00936276
16562,550,999,0.40869922
16563,1563,1636,0.79519536
16564,1563,2207,0.35654640
16565,1636,2207,0.56131742
16566,1563,1637,0.56132610
16567,1637,2207,0.79520405
16568,222,830,0.16661623
16569,222,918,0.24420037
16570,222,931,0.11833747
16571,222,1130,0.14794456
16572,918,931,0.62519760
16573,222,993,0.01567338
16574,918,993,0.73267604
16575,222,1044,0.09573505
16576,918,1044,0.74480414
16577,918,1130,0.64397645
16578,931,1130,0.88546053
16579,993,1130,0.90349304
16580,10,918,-0.17514115
16581,918,1041,0.94392944
16582,10,1207,-0.31662622
16583,918,1207,0.83561526
16584,918,1351,0.60902543
16585,10,2150,-0.80463477
16586,918,2150,0.25977841
16587,1041,1351,0.75550995
16588,1041,2150,0.30340927
16589,1207,1351,0.70510017
16590,1207,2150,0.42660313
16591,1351,2150,0.54724008
16592,1041,1207,0.88837620
16593,1041,1350,0.67267804
16594,1207,1350,0.70901603
16595,640,1590,0.38789615
16596,640,1685,0.11212021
16597,1590,1685,0.72425335
16598,640,1724,-0.50001636
16599,1685,1724,0.38788703
16600,1590,1724,0.11212933
16601,178,315,0.73843031
16602,208,315,0.70733284
16603,178,813,0.31168525
16604,208,813,0.36427629
16605,208,825,0.41061345
16606,178,831,0.41078288
16607,208,831,0.35173488
16608,315,813,0.48651378
16609,315,831,0.45934095
16610,813,823,0.91365813
16611,823,831,0.89519231
16612,825,831,0.64298382
16613,121,192,0.83533891
16614,121,195,0.84955669
16615,121,225,0.91470021
16616,192,232,0.81194079
16617,121,688,0.41762755
16618,192,1547,-0.16883809
16619,195,225,0.84361335
16620,195,284,0.87677922
16621,195,1547,-0.07086762
16622,121,1861,-0.46940104
16623,195,1861,-0.31990247
16624,225,232,0.78302127
16625,225,284,0.93841681
16626,225,688,0.38886513
16627,225,1547,-0.06859213
16628,225,1861,-0.38694944
16629,232,284,0.92096033
16630,232,1547,-0.04936439
16631,232,1861,-0.34164430
16632,284,688,0.46151546
16633,284,1547,-0.10148778
16634,688,1547,0.41072590
16635,688,1861,0.10981825
16636,1547,1861,0.70113011
16637,192,284,0.86419907
16638,192,1861,-0.48433852
16639,284,1861,-0.39028489
16640,68,1594,-0.28035970
16641,69,1594,-0.46386062
16642,71,1594,-0.33886531
16643,359,1594,-0.02420502
16644,554,1353,0.22437362
16645,554,1594,0.07279270
16646,1353,1483,0.61170843
16647,1353,1594,0.51383217
16648,1483,1594,0.94992827
16649,580,1962,0.10251222
16650,686,1962,0.00803904
16651,890,1962,0.00643219
16652,241,1414,-0.12807720
16653,121,2165,-0.27830355
16654,123,2165,-0.35892510
16655,121,839,0.41389254
16656,839,2165,0.01218652
16657,121,2369,-0.45644785
16658,2165,2369,0.56837042
16659,121,2370,-0.46739441
16660,2165,2370,0.47799216
16661,123,839,0.29011146
16662,123,2369,-0.41433832
16663,123,2370,-0.48755691
16664,839,2369,-0.06966777
16665,839,2370,-0.10080397
16666,2369,2370,0.68805338
16667,89,151,0.70856302
16668,89,647,0.27775733
16669,151,647,0.56917851
16670,89,2265,-0.63914704
16671,151,2265,-0.55257788
16672,647,2265,-0.12166328
16673,127,1277,-0.32859976
16674,131,1277,-0.07080950
16675,127,2371,-0.72862143
16676,131,2371,-0.47080649
16677,1026,1277,0.99942943
16678,1026,2371,0.59940776
16679,1277,2371,0.60002017
16680,15,182,0.75615893
16681,15,233,0.69644116
16682,15,524,0.31823387
16683,182,524,0.57519235
16684,15,972,-0.35640345
16685,182,972,-0.10599557
16686,15,1334,-0.68570422
16687,182,1334,-0.43531343
16688,15,1739,-0.61547930
16689,233,972,-0.09384118
16690,233,1334,-0.42315904
16691,524,972,0.32538764
16692,524,1334,-0.00393176
16693,972,1739,0.70645761
16694,1334,1739,1.03577547
16695,61,900,0.24353515
16696,63,900,0.12909266
16697,61,1868,-0.43747896
16698,63,1868,-0.50269885
16699,64,900,0.23242020
16700,64,1868,-0.43454077
16701,67,755,0.20106736
16702,67,900,0.10804930
16703,67,1868,-0.49033357
16704,755,900,0.71796364
16705,755,1868,0.12792618
16706,900,1868,0.16294991
16707,64,755,0.28361989
16708,386,1737,0.17999328
16709,386,2372,0.08498100
16710,1737,2372,0.63578587
16711,133,874,0.32291040
16712,247,874,0.38476434
16713,133,1019,0.09988391
16714,247,1019,0.30922025
16715,133,1211,-0.14379404
16716,247,1211,0.04578306
16717,133,1978,-0.60926980
16718,247,1978,-0.43024897
16719,608,874,0.51537249
16720,608,1019,0.46499721
16721,608,1211,0.32283326
16722,608,1978,-0.09496441
16723,133,780,0.31713641
16724,780,1019,0.86390533
16725,780,1211,0.66242520
16726,780,1978,0.23837129
16727,874,1019,0.93177403
16728,874,1211,0.74561008
16729,874,1978,0.23612359
16730,1019,1211,0.78037844
16731,1019,1978,0.22926461
16732,1211,1978,0.39210339
16733,608,780,0.48385829
16734,748,1873,0.11397558
16735,37,384,0.61397580
16736,37,2103,-0.75195044
16737,384,2103,-0.36600525
16738,37,2373,-0.50176735
16739,384,2373,-0.11590133
16740,2103,2373,1.25002226
16741,207,1181,-0.10618235
16742,207,1689,-0.00607959
16743,1181,1689,1.09998950
16744,24,1452,0.02037181
16745,460,1452,0.35409184
16746,377,2165,-0.19405426
16747,377,2369,-0.21358948
16748,1862,2369,0.43279616
16749,377,2370,-0.29805236
16750,1862,2370,0.35315764
16751,9,825,0.19999519
16752,517,825,0.73268334
16753,9,672,0.21859234
16754,672,825,0.97285751
16755,9,1425,-0.28705681
16756,825,1425,0.43265399
16757,517,672,0.74583755
16758,517,1425,0.10752659
16759,672,1425,0.38287463
16760,584,1646,0.47227559
16761,584,1973,-0.05539956
16762,1646,1973,0.47227559
16763,445,1330,0.34788591
16764,445,1724,0.19999849
16765,1330,1724,0.85215216
16766,445,2374,-0.40979192
16767,1330,2374,0.24232884
16768,445,2000,-0.13809248
16769,1724,2000,0.66194860
16770,1724,2374,0.39020204
16771,2000,2374,0.72830637
16772,1330,2000,0.51409983
16773,4,372,0.55373485
16774,4,1265,-0.25378765
16775,20,1205,0.03641797
16776,21,1205,-0.15094628
16777,20,1214,0.08592503
16778,21,1214,-0.00058112
16779,22,1205,-0.22187246
16780,22,1214,-0.05433259
16781,140,1205,-0.08776997
16782,140,1214,-0.00258261
16783,140,1392,-0.30455371
16784,1205,1392,0.96440632
16785,1205,1588,0.82303241
16786,1214,1392,0.94692610
16787,1214,1588,0.79566861
16788,21,1588,-0.18934063
16789,458,773,0.93202110
16790,458,890,0.62308184
16791,773,890,0.69108387
16792,248,2376,-0.27434369
16793,625,2376,0.27434369
16794,22,142,0.76815116
16795,98,142,0.79924033
16796,22,1102,0.03486812
16797,98,1102,0.01694288
16798,142,1102,0.07612392
16799,547,1128,-0.12423277
16800,1072,1128,0.25002768
16801,547,1969,-0.25002768
16802,1072,1969,0.12423277
16803,1128,1969,0.87421438
16804,148,1153,-0.13539313
16805,184,1153,0.19342212
16806,148,2377,-0.75747959
16807,184,2377,-0.42871740
16808,148,2378,-0.89667321
16809,184,2378,-0.56793748
16810,1153,2377,0.32865517
16811,1153,2378,0.26609782
16812,2377,2378,0.81153029
16813,23,98,0.77049631
16814,23,2379,-0.44307136
16815,98,2379,-0.21361614
16816,358,830,0.32220062
16817,358,1044,0.26833393
16818,1738,2240,0.28843123
16819,1828,2240,0.73157788
16820,32,397,0.39606358
16821,32,532,0.33170541
16822,397,532,0.93569490
16823,107,764,0.09320924
16824,107,2380,-0.74904507
16825,764,2380,0.15771809
16826,174,917,0.32727232
16827,174,922,0.11165638
16828,917,1100,0.79757969
16829,922,1100,0.68535428
16830,174,2382,-0.66575550
16831,922,2382,0.07513794
16832,1100,1138,0.91406118
16833,1100,2382,0.23786117
16834,917,1138,0.73473104
16835,917,2382,-0.09033175
16836,1138,2382,0.25048549
16837,424,1071,0.34457370
16838,904,1071,0.80580668
16839,424,1431,0.42609234
16840,904,1431,0.58440860
16841,424,1437,0.15311880
16842,904,1437,0.64451576
16843,424,1438,0.14847556
16844,904,1438,0.64146128
16845,1071,1431,0.95194853
16846,1071,1437,0.77678562
16847,1071,1438,0.81007379
16848,1431,1437,0.78125143
16849,1431,1438,0.81698260
16850,2,2026,-0.51917424
16851,3,2026,-0.51569689
16852,765,1010,0.62228471
16853,765,2026,0.22011873
16854,766,1010,0.61524652
16855,766,2026,0.08691698
16856,1010,2026,0.15235858
16857,453,473,0.72940186
16858,453,474,0.75520591
16859,453,760,0.65507430
16860,474,608,0.77756727
16861,608,760,0.63491046
16862,473,608,0.76212282
16863,221,533,0.58476735
16864,221,565,0.63119504
16865,533,565,1.03855132
16866,221,764,0.06619724
16867,533,764,0.56009636
16868,221,1636,-0.17782793
16869,221,1637,-0.22285249
16870,221,1702,-0.29247626
16871,533,1702,0.14576663
16872,221,2038,-0.44584409
16873,533,2038,-0.15912943
16874,221,2383,-0.91358036
16875,533,2383,-0.35887471
16876,565,764,0.56076717
16877,565,1636,0.11073024
16878,565,1637,0.11296028
16879,565,1702,-0.03750523
16880,565,2038,-0.20190766
16881,565,2383,-0.56641287
16882,764,1637,0.44669631
16883,764,1702,0.43183298
16884,764,2383,-0.03029819
16885,1636,1702,0.81930642
16886,1636,2383,0.16055488
16887,1637,1702,0.86598882
16888,1637,2038,0.51457759
16889,1637,2383,0.09840188
16890,1702,2038,0.70678795
16891,1702,2383,0.47913328
16892,2038,2383,0.67929743
16893,764,1636,0.40358955
16894,764,2038,0.19722066
16895,1636,2038,0.50212371
16896,366,490,0.70099732
16897,366,492,0.88511546
16898,366,857,0.54033659
16899,492,857,0.65936902
16900,490,857,0.58305187
16901,959,1909,1.02780084
16902,959,2384,0.62780385
16903,1909,2384,0.60000083
16904,959,2385,0.25380427
16905,1909,2385,0.22599589
16906,959,2386,0.22957816
16907,1909,2386,0.20180412
16908,2384,2385,0.62599287
16909,2384,2386,0.60181181
16910,2385,2386,0.97580471
16911,1200,1853,-0.14605294
16912,1200,1899,-0.19506473
16913,1853,1899,0.95082442
16914,1569,1701,0.75742117
16915,1574,1701,0.59153368
16916,248,1627,-0.17533484
16917,250,1627,-0.17760164
16918,248,2299,-0.38128195
16919,1627,2299,0.71508979
16920,250,2299,-0.54144369
16921,1632,1772,0.72325059
16922,1669,1772,0.85656193
16923,1772,2039,0.74418512
16924,64,195,0.87772643
16925,64,471,0.55065817
16926,64,615,0.35996736
16927,195,248,0.71718474
16928,248,615,0.53648192
16929,471,615,0.70182680
16930,55,88,1.07723668
16931,60,88,0.96399303
16932,55,1200,-0.04118864
16933,60,1200,-0.22261542
16934,88,1200,-0.18660053
16935,363,615,0.70759896
16936,363,1849,-0.18757234
16937,615,1849,0.10475479
16938,363,2388,-0.70015797
16939,615,2388,-0.40774208
16940,1849,2388,0.48742228
16941,356,411,0.85597147
16942,356,828,0.46631952
16943,411,828,0.32579036
16944,356,1044,0.44738013
16945,356,1659,0.12997282
16946,828,867,1.08236057
16947,828,1659,0.57667008
16948,867,1659,0.39187242
16949,5,946,0.15528705
16950,5,1166,-0.15528705
16951,354,2390,-0.42389279
16952,358,2390,-0.38572735
16953,867,2390,0.13220432
16954,922,2390,0.25451934
16955,993,2390,0.42289648
16956,81,554,0.48296884
16957,554,650,1.05178628
16958,554,981,0.60503990
16959,81,1229,0.08742093
16960,554,1229,0.52151409
16961,214,475,0.35590214
16962,214,1130,0.17102782
16963,214,1159,0.11845848
16964,1130,1159,0.67267456
16965,55,740,0.39761275
16966,55,768,-0.08810416
16967,740,768,0.51433337
16968,70,355,0.45089030
16969,70,742,0.24711614
16970,355,742,0.69101019
16971,70,867,0.07981350
16972,355,867,0.44445924
16973,70,917,-0.09972788
16974,355,917,0.22640075
16975,70,1198,-0.16722585
16976,355,1198,0.24998797
16977,355,1903,-0.18847011
16978,917,1903,0.56010645
16979,742,1903,0.10620117
16980,867,1903,0.20370153
16981,1198,1903,0.70009412
16982,477,752,0.56096207
16983,477,1558,0.06495550
16984,678,1751,0.08952706
16985,679,1751,-0.02506874
16986,242,928,0.30849950
16987,243,928,0.24184353
16988,167,189,0.75673823
16989,189,470,0.64916047
16990,167,524,0.48871996
16991,189,524,0.57674015
16992,470,524,0.78556157
16993,121,2098,-0.45148786
16994,748,2098,-0.10163588
16995,122,1547,-0.11607134
16996,122,2098,-0.86797649
16997,1547,2098,0.63912721
16998,112,1198,0.08545966
16999,216,1198,0.28338463
17000,112,2393,-0.41578251
17001,216,2393,-0.16004225
17002,217,1198,0.01905519
17003,217,2393,0.04815622
17004,1198,2393,0.52766854
17005,916,1653,0.39352342
17006,1232,1946,0.16633946
17007,1232,2069,0.26618420
17008,1946,2069,1.09974487
17009,611,1295,0.28940702
17010,611,2395,-0.02527507
17011,1295,2395,0.68542213
17012,1571,2106,0.91471706
17013,1571,2396,0.41470981
17014,2106,2396,0.50001636
17015,1571,2397,0.32946937
17016,2106,2397,0.41470069
17017,2396,2397,0.91472617
17018,195,686,0.51930785
17019,339,777,0.51650280
17020,339,1721,-0.25353865
17021,777,1721,0.23005140
17022,306,810,0.33961874
17023,53,638,0.61648571
17024,53,983,0.23291294
17025,638,983,0.61648571
17026,98,280,0.57713119
17027,98,1698,0.13601467
17028,280,1698,0.55889998
17029,98,1833,-0.46169456
17030,280,1833,-0.03881635
17031,98,1865,-0.57139898
17032,280,1865,-0.14854212
17033,1698,1833,0.40228323
17034,1698,1865,0.29263143
17035,1833,1865,0.89031662
17036,667,1006,0.42171608
17037,1006,1211,0.66740323
17038,218,2399,-0.32674650
17039,931,2399,0.29276168
17040,1785,1828,0.82825932
17041,1785,2400,0.66002479
17042,1828,2400,0.73103887
17043,1785,2401,0.65602191
17044,1828,2401,0.59618922
17045,1785,2402,0.54337276
17046,1828,2402,0.61349747
17047,2400,2401,0.88205131
17048,2400,2402,0.84386419
17049,2401,2402,0.72141742
17050,332,871,0.73486161
17051,332,881,0.78808931
17052,871,881,1.02959808
17053,871,943,0.91122054
17054,332,2403,0.02992760
17055,871,2403,0.31853482
17056,332,2404,-0.26066463
17057,871,2404,0.00459832
17058,881,943,0.85807588
17059,881,2403,0.21815999
17060,881,2404,-0.04877810
17061,943,2403,0.38389468
17062,943,2404,0.09318786
17063,2403,2404,0.70933503
17064,497,1569,0.22959577
17065,1050,1569,0.69682036
17066,194,711,0.23749502
17067,194,1788,-0.35047555
17068,711,1788,0.13164996
17069,194,2405,-0.67360909
17070,711,2405,-0.08135939
17071,1788,2405,0.58161881
17072,556,1205,0.58440119
17073,557,1205,0.78038494
17074,556,1577,0.41429182
17075,557,1577,0.09981617
17076,1205,1577,0.43976717
17077,271,1165,0.17880827
17078,271,1952,-0.28735524
17079,307,1142,-0.07363817
17080,73,890,0.05171348
17081,74,890,0.21125848
17082,73,1533,-0.53207526
17083,74,1533,-0.45318811
17084,127,890,0.27116564
17085,127,1533,-0.34014123
17086,129,890,0.38473762
17087,129,1533,-0.18399115
17088,587,890,0.64044401
17089,587,1533,0.14979148
17090,890,1533,0.41622281
17091,132,285,0.52965646
17092,87,364,0.66322524
17093,132,364,0.73142823
17094,132,1384,-0.03104018
17095,151,285,0.62149097
17096,151,1384,-0.14142089
17097,151,2089,-0.55559661
17098,285,364,0.90429529
17099,285,1383,-0.02682416
17100,285,1384,0.01915318
17101,364,1383,0.08835299
17102,364,1384,0.10946847
17103,364,2089,-0.33081015
17104,1128,1700,0.33333249
17105,1128,2407,-0.33333249
17106,1700,2407,0.33333249
17107,62,271,0.78194235
17108,249,271,0.71563418
17109,62,912,0.11241999
17110,249,912,0.25361448
17111,62,913,0.11218364
17112,249,913,0.33676798
17113,62,1229,-0.03543443
17114,62,1278,-0.30805869
17115,249,1278,-0.10067462
17116,271,912,0.38903936
17117,271,913,0.34377073
17118,271,1229,0.18621007
17119,271,1278,-0.20470061
17120,912,1229,0.76670022
17121,913,1229,0.78504700
17122,913,1278,0.44432273
17123,1229,1278,0.88368565
17124,5,1421,-0.27614732
17125,389,1421,-0.14418267
17126,106,232,0.72124067
17127,106,350,0.64362677
17128,232,350,0.84978254
17129,106,1492,-0.28279561
17130,232,1657,-0.30712773
17131,350,621,0.50082723
17132,106,1490,-0.30364260
17133,350,1490,0.17195852
17134,350,1492,0.10628164
17135,106,1515,-0.36741791
17136,350,1515,-0.00185041
17137,350,1657,-0.19841484
17138,1492,1515,0.88128724
17139,1515,1657,0.76627982
17140,232,1490,-0.01269273
17141,232,1515,-0.08803377
17142,621,1515,0.34419269
17143,1490,1515,0.83869727
17144,183,568,0.44616657
17145,183,570,0.52554233
17146,568,603,0.97454155
17147,568,604,0.97830389
17148,183,1008,0.19431481
17149,568,1008,0.63223790
17150,570,603,0.66142122
17151,570,604,0.82452523
17152,570,765,0.52826671
17153,570,766,0.66878210
17154,570,1008,0.44472167
17155,603,1008,0.69852886
17156,604,1008,0.52316492
17157,766,1008,0.35130113
17158,248,660,0.42563547
17159,580,660,0.87900589
17160,248,754,0.43837763
17161,580,754,0.80658819
17162,248,1100,0.22870261
17163,580,1100,0.55321791
17164,248,1940,-0.26549904
17165,580,1940,0.04338343
17166,660,754,0.90541119
17167,660,1100,0.53709424
17168,754,1100,0.56226486
17169,754,1940,0.18388690
17170,1100,1940,0.46684682
17171,660,1940,0.08586707
17172,133,296,0.71808950
17173,247,296,0.92404664
17174,133,769,0.35570083
17175,247,769,0.44008846
17176,133,1767,-0.17846186
17177,272,296,0.90751340
17178,272,769,0.33873064
17179,272,1767,-0.18394515
17180,296,1767,-0.08175825
17181,769,1767,0.12137183
17182,22,367,0.58554199
17183,165,238,0.80567482
17184,165,455,0.56694198
17185,238,455,0.71195888
17186,165,1154,0.09621202
17187,238,1154,0.06548456
17188,165,2409,-0.66031669
17189,238,2409,-0.57133808
17190,455,1154,0.29386737
17191,455,2409,-0.24507070
17192,1154,2409,0.21960636
17193,764,1051,0.78010216
17194,764,1544,0.08219336
17195,1051,1544,0.16949314
17196,764,1538,0.35150645
17197,1538,1544,0.73067090
17198,1544,2038,0.98235740
17199,1051,1538,0.43890716
17200,1051,2038,0.01919555
17201,1538,2038,0.71307608
17202,98,214,0.63335661
17203,98,232,0.69775330
17204,214,232,0.81191857
17205,214,676,0.43136311
17206,98,1439,-0.25602114
17207,98,231,0.86192556
17208,215,231,0.97562690
17209,215,232,0.71678741
17210,98,266,0.68627755
17211,215,676,0.33488635
17212,98,688,0.21008790
17213,215,688,0.37825016
17214,215,1439,-0.10782884
17215,98,1759,-0.45429871
17216,215,1759,-0.27003874
17217,231,232,0.85285584
17218,231,676,0.36634544
17219,231,1439,-0.12615543
17220,232,266,0.73004869
17221,232,676,0.38605879
17222,232,1439,-0.10751216
17223,266,1439,-0.17376577
17224,676,688,0.80584501
17225,676,1439,0.30389930
17226,676,1759,0.27346788
17227,1439,1759,0.73764370
17228,214,231,0.78821346
17229,214,266,0.81632007
17230,214,1759,-0.15267956
17231,231,266,0.81132573
17232,231,688,0.32733614
17233,231,1759,-0.32317767
17234,266,688,0.41857240
17235,266,1759,-0.17453259
17236,688,1759,0.27230813
17237,425,531,0.79648128
17238,531,933,0.56429750
17239,849,1652,0.67700598
17240,849,2410,0.03978700
17241,1652,2410,0.43824359
17242,802,920,1.14745463
17243,920,1426,0.57288986
17244,248,869,0.38548175
17245,580,869,0.69275124
17246,248,1035,0.19776512
17247,580,1035,0.46469448
17248,625,869,0.58062317
17249,625,1035,0.58256130
17250,625,1681,0.00145808
17251,808,869,0.78466380
17252,808,1035,0.55407130
17253,808,1681,0.10729094
17254,869,890,1.04297895
17255,869,905,0.84342539
17256,869,1035,0.81371391
17257,869,1681,0.38063413
17258,890,1035,0.78194898
17259,905,1035,0.98629589
17260,1035,1681,0.55092297
17261,580,1681,0.10708365
17262,905,1681,0.50198873
17263,354,2275,-0.08209086
17264,917,2275,0.10642126
17265,1584,1625,0.63325507
17266,1625,2275,0.40766695
17267,217,538,0.45833502
17268,217,2349,-0.59814167
17269,217,2350,-0.65889116
17270,51,82,0.63999643
17271,51,83,0.61631032
17272,51,467,0.19870300
17273,51,737,0.02395888
17274,82,737,0.38672758
17275,51,1046,-0.14218606
17276,51,1181,-0.39006116
17277,82,1181,-0.07686077
17278,51,1230,-0.32861099
17279,51,1495,-0.61811042
17280,83,467,0.47525710
17281,83,737,0.36763965
17282,83,1046,0.11033833
17283,83,1181,-0.00051371
17284,83,1230,0.12412549
17285,83,1495,-0.19158079
17286,467,1181,0.34435215
17287,737,1181,0.58949200
17288,737,1230,0.60664507
17289,1046,1181,0.80212486
17290,1181,1230,1.03719712
17291,1181,1495,0.74193281
17292,467,737,0.51286486
17293,737,1046,0.62157387
17294,737,1495,0.28946911
17295,697,1233,0.68085579
17296,1214,1233,1.08769711
17297,1233,1771,-0.18863808
17298,781,1449,0.79321296
17299,1449,1569,0.41460801
17300,781,1605,0.26605620
17301,1569,1605,0.96409484
17302,1449,1605,0.37860495
17303,615,677,0.82482288
17304,677,711,0.91062754
17305,677,859,0.70133497
17306,711,859,0.67815441
17307,941,1653,0.37653727
17308,49,704,0.33210770
17309,51,704,0.49897483
17310,49,896,0.14725444
17311,51,896,0.22624390
17312,49,1543,-0.32023759
17313,51,1543,-0.28236293
17314,49,2106,-0.92222690
17315,51,2106,-0.83512993
17316,49,2411,-0.86509735
17317,51,2411,-0.75970587
17318,704,896,0.73172745
17319,704,1543,0.12353913
17320,49,1566,-0.18331988
17321,704,1566,0.33115744
17322,704,2106,-0.30818520
17323,704,2411,-0.24691249
17324,49,2412,-0.84435349
17325,704,2412,-0.24511864
17326,896,1543,0.44069454
17327,896,1566,0.67399206
17328,896,2411,0.01083893
17329,896,2412,0.02757364
17330,1543,1566,1.02076497
17331,1543,2106,0.44080686
17332,1543,2411,0.47690414
17333,1543,2412,0.52696606
17334,1566,2106,0.34667949
17335,1566,2411,0.40212924
17336,2106,2411,1.06128720
17337,2106,2412,1.07705508
17338,2411,2412,1.01992554
17339,51,2412,-0.74910682
17340,1566,2412,0.42586461
17341,269,818,0.28716940
17342,87,266,0.77639385
17343,90,266,0.71352891
17344,90,2314,-0.51911860
17345,87,214,0.81745553
17346,214,454,0.79032243
17347,214,2314,-0.42228606
17348,266,454,0.76208399
17349,87,1439,-0.30963846
17350,87,1781,-0.44073870
17351,266,1781,-0.25943165
17352,266,2314,-0.50860409
17353,454,1439,0.14821507
17354,454,1781,-0.11461221
17355,454,2314,-0.43116565
17356,1439,2314,0.55030746
17357,1781,2314,0.83291564
17358,90,214,0.88342227
17359,90,1439,-0.16494662
17360,90,1781,-0.45745168
17361,1439,1781,0.53703102
17362,476,1540,0.09743054
17363,1068,1450,0.68406038
17364,1450,1542,0.81561187
17365,1068,1793,0.49523436
17366,1450,1793,0.69590682
17367,1542,1793,0.77510569
17368,558,1411,0.30255574
17369,558,1672,0.21714421
17370,1411,1672,0.91459960
17371,558,1772,-0.11221319
17372,1411,1772,0.58521241
17373,1672,1772,0.67063019
17374,22,394,0.50041929
17375,139,394,0.50046054
17376,20,888,0.10075639
17377,139,888,0.20173204
17378,394,888,0.58945165
17379,22,888,0.03997941
17380,774,1723,0.62224079
17381,1723,2306,0.29904996
17382,774,2315,-0.05463551
17383,1723,2315,0.32319083
17384,2306,2315,0.86680571
17385,385,484,0.94023861
17386,385,712,0.81049549
17387,484,712,0.87024778
17388,248,853,0.42571684
17389,62,625,0.43727797
17390,251,625,0.71662618
17391,625,1250,0.34563217
17392,33,401,0.52436810
17393,34,401,0.61899306
17394,33,829,0.11589495
