edge_id,node_a,node_b,s1_star
1031,136,435,0.59535948
1032,57,436,0.56284487
1033,136,436,0.58845328
1034,398,435,0.89588389
1035,398,436,0.94152207
1036,435,436,0.93394867
1037,59,89,0.65800063
1038,59,436,0.42683736
1039,89,436,0.51399424
1040,439,440,0.73094750
1041,439,441,0.87904989
1042,440,441,0.89996048
1043,439,442,0.98099412
1044,440,442,1.00671016
1045,439,443,0.91739018
1046,440,443,0.88931388
1047,439,444,0.96413042
1048,440,444,0.84697474
1049,439,445,1.01005605
1050,440,445,0.95862639
1051,441,442,0.92281003
1052,441,443,0.83429174
1053,441,444,0.81871775
1054,441,445,1.07706849
1055,442,443,0.76943504
1056,442,444,0.82698750
1057,442,445,0.92534606
1058,443,444,0.85451483
1059,443,445,0.83686623
1060,444,445,0.72944107
1061,326,446,0.64851081
1062,327,446,0.66111859
1063,52,447,0.75679999
1064,52,448,0.51358212
1065,447,448,0.75679999
1066,449,450,1.04761094
1067,449,451,0.89954695
1068,450,451,0.73617938
1069,132,452,0.41603567
1070,132,453,0.49988871
1071,452,453,0.71375688
1072,132,454,0.48499752
1073,452,454,0.69583711
1074,453,454,0.72509039
1075,455,456,0.74387554
1076,455,457,0.83954774
1077,456,457,0.78496443
1078,1,458,0.27071058
1079,1,459,0.49738307
1080,458,459,0.82610847
1081,460,461,0.89602205
1082,460,462,0.73643660
1083,461,462,0.65963917
1084,460,463,0.96985804
1085,461,463,0.58735032
1086,462,463,0.85452001
1087,464,465,0.82814960
1088,464,466,0.84124605
1089,465,466,0.64052305
1090,464,467,0.78500975
1091,465,467,0.66173566
1092,466,467,0.62149741
1093,468,469,0.89875187
1094,468,470,1.10271149
1095,469,470,1.07310918
1096,16,344,0.36166838
1097,16,345,0.58334741
1098,16,473,0.37378397
1099,344,473,0.57629216
1100,16,474,0.31014169
1101,344,474,0.68242574
1102,16,475,0.05189364
1103,344,475,0.52546647
1104,345,473,0.58851150
1105,345,474,0.66263323
1106,345,475,0.57132767
1107,473,474,0.77039215
1108,474,475,0.80372952
1109,473,475,1.00713958
1110,93,481,0.68165962
1111,93,482,0.68002186
1112,481,482,1.00616236
1113,93,483,0.45435365
1114,481,483,0.76487850
1115,482,483,0.75099278
1116,137,276,0.63560849
1117,137,484,0.59156708
1118,276,484,0.62466205
1119,137,485,0.54366973
1120,276,485,0.80559029
1121,137,486,0.50860762
1122,276,486,0.79480440
1123,484,485,1.04503976
1124,484,486,0.95743685
1125,485,486,0.95549364
1126,266,488,0.70201533
1127,266,489,0.86852530
1128,488,489,0.82819516
1129,266,490,0.76314807
1130,488,490,0.81868819
1131,266,491,0.73411839
1132,488,491,0.95423244
1133,266,492,0.73538344
1134,488,492,0.92744194
1135,266,493,0.70889888
1136,488,493,1.00144725
1137,489,492,0.70009753
1138,489,493,0.88816318
1139,490,492,0.75218499
1140,490,493,0.91192593
1141,491,492,0.85448541
